driverId,constructorId,number,grid,position,positionText,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,FastestLapSpeed,statusId
hulkenberg,sauber,11,3,5,5,10,53,+10.355,4723707.0,48.0,4.0,1:26.716,240.495,Finished
rosberg,mercedes,9,6,6,6,8,53,+10.999,4724351.0,50.0,2.0,1:26.500,241.095,Finished
ricciardo,toro_rosso,19,7,7,7,6,53,+32.329,4745681.0,52.0,13.0,1:27.294,238.903,Finished
grosjean,lotus_f1,8,13,8,8,4,53,+33.130,4746482.0,52.0,8.0,1:27.043,239.591,Finished
hamilton,mercedes,10,12,9,9,2,53,+33.527,4746879.0,51.0,1.0,1:25.849,242.924,Finished
button,mclaren,5,9,10,10,1,53,+38.327,4751679.0,46.0,16.0,1:27.830,237.445,Finished
raikkonen,lotus_f1,7,11,11,11,0,53,+38.695,4752047.0,45.0,6.0,1:26.948,239.853,Finished
perez,mclaren,6,8,12,12,0,53,+39.765,4753117.0,44.0,15.0,1:27.607,238.049,Finished
gutierrez,sauber,12,16,13,13,0,53,+40.880,4754232.0,53.0,9.0,1:27.092,239.457,Finished
maldonado,williams,16,14,14,14,0,53,+49.085,4762437.0,51.0,7.0,1:26.981,239.762,Finished
bottas,williams,17,18,15,15,0,53,+56.827,4770179.0,53.0,11.0,1:27.166,239.253,Finished
sutil,force_india,15,17,16,16,0,52,,,38.0,14.0,1:27.418,238.564,+1 Lap
pic,caterham,20,20,17,17,0,52,,,52.0,17.0,1:28.620,235.328,+1 Lap
garde,caterham,21,19,18,18,0,52,,,52.0,18.0,1:28.663,235.214,+1 Lap
jules_bianchi,marussia,22,21,19,19,0,52,,,47.0,20.0,1:29.595,232.767,+1 Lap
chilton,marussia,23,22,20,20,0,52,,,48.0,19.0,1:29.491,233.037,+1 Lap
vergne,toro_rosso,18,10,21,R,0,14,,,14.0,21.0,1:29.710,232.469,Transmission
resta,force_india,14,15,22,R,0,0,,,,,,,Accident
vettel,red_bull,1,1,1,1,25,61,1:59:13.132,7153132.0,46.0,1.0,1:48.574,167.940,Finished
alonso,ferrari,3,7,2,2,18,61,+32.627,7185759.0,44.0,11.0,1:51.082,164.149,Finished
raikkonen,lotus_f1,7,13,3,3,15,61,+43.920,7197052.0,55.0,13.0,1:51.140,164.063,Finished
rosberg,mercedes,9,2,4,4,12,61,+51.155,7204287.0,51.0,6.0,1:50.353,165.233,Finished
hamilton,mercedes,10,5,5,5,10,61,+53.159,7206291.0,59.0,4.0,1:49.916,165.890,Finished
massa,ferrari,4,6,6,6,8,61,+1:03.877,7217009.0,45.0,7.0,1:50.509,165.000,Finished
button,mclaren,5,8,7,7,6,61,+1:23.354,7236486.0,46.0,15.0,1:51.740,163.182,Finished
perez,mclaren,6,14,8,8,4,61,+1:23.820,7236952.0,46.0,16.0,1:51.926,162.911,Finished
hulkenberg,sauber,11,11,9,9,2,61,+1:24.261,7237393.0,47.0,18.0,1:52.186,162.533,Finished
sutil,force_india,15,15,10,10,1,61,+1:24.668,7237800.0,43.0,2.0,1:49.656,166.283,Finished
maldonado,williams,16,18,11,11,0,61,+1:28.479,7241611.0,46.0,8.0,1:50.708,164.703,Finished
gutierrez,sauber,12,10,12,12,0,61,+1:37.894,7251026.0,37.0,17.0,1:52.007,162.793,Finished
bottas,williams,17,16,13,13,0,61,+1:45.161,7258293.0,53.0,14.0,1:51.706,163.232,Finished
vergne,toro_rosso,18,12,14,14,0,61,+1:53.512,7266644.0,45.0,5.0,1:50.328,165.270,Finished
webber,red_bull,2,4,15,15,0,60,,,51.0,3.0,1:49.783,166.091,Water pressure
garde,caterham,21,20,16,16,0,60,,,44.0,19.0,1:52.472,162.120,+1 Lap
chilton,marussia,23,22,17,17,0,60,,,50.0,21.0,1:53.041,161.304,+1 Lap
jules_bianchi,marussia,22,21,18,18,0,60,,,45.0,20.0,1:52.898,161.508,+1 Lap
pic,caterham,20,19,19,19,0,60,,,58.0,10.0,1:50.990,164.285,+1 Lap
resta,force_india,14,17,20,20,0,54,,,45.0,9.0,1:50.739,164.657,Accident
grosjean,lotus_f1,8,3,21,R,0,37,,,35.0,12.0,1:51.097,164.126,Pneumatics
ricciardo,toro_rosso,19,9,22,R,0,23,,,23.0,22.0,1:53.052,161.288,Accident
vettel,red_bull,1,1,1,1,25,55,1:43:13.701,6193701.0,53.0,1.0,1:41.380,199.388,Finished
raikkonen,lotus_f1,7,9,2,2,18,55,+4.224,6197925.0,51.0,3.0,1:41.975,198.225,Finished
grosjean,lotus_f1,8,3,3,3,15,55,+4.927,6198628.0,46.0,2.0,1:41.936,198.300,Finished
hulkenberg,sauber,11,7,4,4,12,55,+24.114,6217815.0,53.0,6.0,1:42.608,197.002,Finished
hamilton,mercedes,10,2,5,5,10,55,+25.255,6218956.0,53.0,5.0,1:42.539,197.134,Finished
alonso,ferrari,3,5,6,6,8,55,+26.189,6219890.0,54.0,7.0,1:42.709,196.808,Finished
rosberg,mercedes,9,4,7,7,6,55,+26.698,6220399.0,54.0,4.0,1:42.471,197.265,Finished
button,mclaren,5,11,8,8,4,55,+32.262,6225963.0,45.0,12.0,1:43.073,196.113,Finished
massa,ferrari,4,6,9,9,2,55,+34.390,6228091.0,47.0,10.0,1:42.954,196.340,Finished
perez,mclaren,6,10,10,10,1,55,+35.155,6228856.0,47.0,11.0,1:42.973,196.303,Finished
gutierrez,sauber,12,8,11,11,0,55,+35.990,6229691.0,55.0,8.0,1:42.744,196.741,Finished
bottas,williams,17,17,12,12,0,55,+47.049,6240750.0,44.0,14.0,1:43.869,194.610,Finished
maldonado,williams,16,18,13,13,0,55,+50.013,6243714.0,43.0,17.0,1:44.136,194.111,Finished
pic,caterham,20,19,14,14,0,55,+1:03.578,6257279.0,54.0,19.0,1:44.477,193.477,Finished
garde,caterham,21,20,15,15,0,55,+1:04.501,6258202.0,55.0,18.0,1:44.375,193.667,Finished
jules_bianchi,marussia,22,22,16,16,0,55,+1:07.970,6261671.0,54.0,20.0,1:44.991,192.530,Finished
chilton,marussia,23,21,17,17,0,55,+1:12.898,6266599.0,48.0,21.0,1:45.408,191.769,Finished
vergne,toro_rosso,18,16,18,18,0,53,,,52.0,15.0,1:44.090,194.197,+2 Laps
ricciardo,toro_rosso,19,12,19,19,0,52,,,52.0,9.0,1:42.947,196.353,+3 Laps
sutil,force_india,15,14,20,20,0,50,,,43.0,16.0,1:44.095,194.188,Collision
webber,red_bull,2,13,21,R,0,36,,,27.0,13.0,1:43.863,194.621,Collision
resta,force_india,14,15,22,R,0,24,,,10.0,22.0,1:46.411,189.961,Spun off
vettel,red_bull,1,2,1,1,25,53,1:26:49.301,5209301.0,39.0,4.0,1:35.317,219.322,Finished
webber,red_bull,2,1,2,2,18,53,+7.129,5216430.0,44.0,1.0,1:34.587,221.015,Finished
grosjean,lotus_f1,8,4,3,3,15,53,+9.910,5219211.0,48.0,10.0,1:35.991,217.782,Finished
alonso,ferrari,3,8,4,4,12,53,+45.605,5254906.0,39.0,8.0,1:35.877,218.041,Finished
raikkonen,lotus_f1,7,9,5,5,10,53,+47.325,5256626.0,35.0,5.0,1:35.516,218.865,Finished
hulkenberg,sauber,11,7,6,6,8,53,+51.615,5260916.0,33.0,11.0,1:36.482,216.674,Finished
gutierrez,sauber,12,14,7,7,6,53,+1:11.630,5280931.0,50.0,12.0,1:36.499,216.636,Finished
rosberg,mercedes,9,6,8,8,4,53,+1:12.023,5281324.0,46.0,2.0,1:34.650,220.868,Finished
button,mclaren,5,10,9,9,2,53,+1:20.821,5290122.0,53.0,6.0,1:35.549,218.790,Finished
massa,ferrari,4,5,10,10,1,53,+1:29.263,5298564.0,30.0,13.0,1:37.001,215.515,Finished
resta,force_india,14,12,11,11,0,53,+1:38.572,5307873.0,41.0,15.0,1:37.407,214.617,Finished
vergne,toro_rosso,18,17,12,12,0,52,,,52.0,9.0,1:35.895,218.000,+1 Lap
ricciardo,toro_rosso,19,16,13,13,0,52,,,52.0,3.0,1:35.020,220.008,+1 Lap
sutil,force_india,15,22,14,14,0,52,,,29.0,14.0,1:37.367,214.705,+1 Lap
perez,mclaren,6,11,15,15,0,52,,,46.0,7.0,1:35.845,218.114,+1 Lap
maldonado,williams,16,15,16,16,0,52,,,30.0,16.0,1:37.423,214.581,+1 Lap
bottas,williams,17,13,17,17,0,52,,,43.0,18.0,1:37.856,213.632,+1 Lap
pic,caterham,20,20,18,18,0,52,,,51.0,17.0,1:37.489,214.436,+1 Lap
chilton,marussia,23,18,19,19,0,52,,,45.0,19.0,1:38.713,211.777,+1 Lap
hamilton,mercedes,10,3,20,R,0,7,,,3.0,20.0,1:41.202,206.569,Puncture
garde,caterham,21,19,21,R,0,0,,,,,,,Accident
jules_bianchi,marussia,22,21,22,R,0,0,,,,,,,Accident
vettel,red_bull,1,1,1,1,25,60,1:31:12.187,5472187.0,54.0,2.0,1:28.116,209.383,Finished
rosberg,mercedes,9,2,2,2,18,60,+29.823,5502010.0,49.0,9.0,1:28.816,207.732,Finished
grosjean,lotus_f1,8,17,3,3,15,60,+39.892,5512079.0,57.0,7.0,1:28.796,207.779,Finished
massa,ferrari,4,5,4,4,12,60,+41.692,5513879.0,54.0,11.0,1:28.886,207.569,Finished
perez,mclaren,6,9,5,5,10,60,+43.829,5516016.0,59.0,4.0,1:28.503,208.467,Finished
hamilton,mercedes,10,3,6,6,8,60,+52.475,5524662.0,53.0,15.0,1:29.052,207.182,Finished
raikkonen,lotus_f1,7,6,7,7,6,60,+1:07.988,5540175.0,60.0,1.0,1:27.679,210.426,Finished
resta,force_india,14,12,8,8,4,60,+1:12.868,5545055.0,58.0,17.0,1:29.300,206.606,Finished
sutil,force_india,15,13,9,9,2,60,+1:14.734,5546921.0,60.0,3.0,1:28.419,208.665,Finished
ricciardo,toro_rosso,19,11,10,10,1,60,+1:16.237,5548424.0,60.0,10.0,1:28.831,207.697,Finished
alonso,ferrari,3,8,11,11,0,60,+1:18.297,5550484.0,58.0,6.0,1:28.709,207.983,Finished
maldonado,williams,16,18,12,12,0,60,+1:18.951,5551138.0,56.0,14.0,1:29.012,207.275,Finished
vergne,toro_rosso,18,14,13,13,0,59,,,53.0,16.0,1:29.280,206.653,+1 Lap
button,mclaren,5,10,14,14,0,59,,,57.0,8.0,1:28.814,207.737,+1 Lap
gutierrez,sauber,12,16,15,15,0,59,,,49.0,5.0,1:28.682,208.046,+1 Lap
bottas,williams,17,15,16,16,0,59,,,52.0,12.0,1:28.928,207.471,+1 Lap
chilton,marussia,23,22,17,17,0,58,,,56.0,20.0,1:30.335,204.239,+2 Laps
jules_bianchi,marussia,22,19,18,18,0,58,,,57.0,19.0,1:30.171,204.611,+2 Laps
hulkenberg,sauber,11,7,19,19,0,54,,,52.0,13.0,1:28.947,207.426,Mechanical
webber,red_bull,2,4,20,R,0,39,,,30.0,18.0,1:29.500,206.145,Alternator
pic,caterham,20,21,21,R,0,35,,,32.0,21.0,1:32.907,198.585,Hydraulics
garde,caterham,21,20,22,R,0,1,,,,,,,Collision
vettel,red_bull,1,2,1,1,25,55,1:38:06.106,5886106.0,51.0,2.0,1:43.893,192.451,Finished
webber,red_bull,2,1,2,2,18,55,+30.829,5916935.0,49.0,5.0,1:44.364,191.583,Finished
rosberg,mercedes,9,3,3,3,15,55,+33.650,5919756.0,51.0,6.0,1:44.458,191.410,Finished
grosjean,lotus_f1,8,6,4,4,12,55,+34.802,5920908.0,54.0,3.0,1:44.301,191.699,Finished
alonso,ferrari,3,10,5,5,10,55,+1:07.181,5953287.0,55.0,1.0,1:43.434,193.305,Finished
resta,force_india,14,11,6,6,8,55,+1:18.174,5964280.0,55.0,14.0,1:45.786,189.007,Finished
hamilton,mercedes,10,4,7,7,6,55,+1:19.267,5965373.0,47.0,10.0,1:45.463,189.586,Finished
massa,ferrari,4,7,8,8,4,55,+1:22.886,5968992.0,52.0,9.0,1:45.447,189.615,Finished
perez,mclaren,6,8,9,9,2,55,+1:31.198,5977304.0,51.0,8.0,1:45.435,189.637,Finished
sutil,force_india,15,17,10,10,1,55,+1:33.257,5979363.0,48.0,13.0,1:45.609,189.324,Finished
maldonado,williams,16,14,11,11,0,55,+1:35.989,5982095.0,55.0,11.0,1:45.530,189.466,Finished
button,mclaren,5,12,12,12,0,55,+1:43.767,5989873.0,43.0,17.0,1:46.336,188.030,Finished
gutierrez,sauber,12,16,13,13,0,55,+1:44.295,5990401.0,43.0,15.0,1:45.974,188.672,Finished
hulkenberg,sauber,11,5,14,14,0,54,,,52.0,12.0,1:45.570,189.394,+1 Lap
bottas,williams,17,15,15,15,0,54,,,54.0,4.0,1:44.351,191.607,+1 Lap
ricciardo,toro_rosso,19,9,16,16,0,54,,,46.0,16.0,1:46.042,188.551,+1 Lap
vergne,toro_rosso,18,13,17,17,0,54,,,53.0,7.0,1:44.517,191.302,+1 Lap
garde,caterham,21,18,18,18,0,54,,,48.0,19.0,1:46.592,187.578,+1 Lap
pic,caterham,20,19,19,19,0,54,,,50.0,18.0,1:46.432,187.860,+1 Lap
jules_bianchi,marussia,22,21,20,20,0,53,,,52.0,20.0,1:47.619,185.788,+2 Laps
chilton,marussia,23,20,21,21,0,53,,,52.0,21.0,1:47.707,185.636,+2 Laps
raikkonen,lotus_f1,7,22,22,R,0,0,,,,,,,Accident
vettel,red_bull,1,1,1,1,25,56,1:39:17.148,5957148.0,54.0,1.0,1:39.856,198.754,Finished
grosjean,lotus_f1,8,3,2,2,18,56,+6.284,5963432.0,52.0,2.0,1:40.445,197.588,Finished
webber,red_bull,2,2,3,3,15,56,+8.396,5965544.0,52.0,4.0,1:40.591,197.301,Finished
hamilton,mercedes,10,5,4,4,12,56,+27.358,5984506.0,50.0,5.0,1:40.818,196.857,Finished
alonso,ferrari,3,6,5,5,10,56,+29.592,5986740.0,52.0,10.0,1:41.186,196.141,Finished
hulkenberg,sauber,11,4,6,6,8,56,+30.400,5987548.0,54.0,6.0,1:40.952,196.596,Finished
perez,mclaren,6,7,7,7,6,56,+46.692,6003840.0,47.0,15.0,1:41.830,194.901,Finished
bottas,williams,17,9,8,8,4,56,+54.509,6011657.0,54.0,3.0,1:40.492,197.496,Finished
rosberg,mercedes,9,12,9,9,2,56,+59.141,6016289.0,51.0,8.0,1:41.133,196.244,Finished
