driverId,constructorId,number,grid,position,positionText,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,FastestLapSpeed,statusId
massa,williams,19,9,9,9,2,71,+1:16.206,6107608.0,64.0,12.0,1:23.576,185.392,Finished
perez,force_india,11,12,10,10,1,71,+1:16.798,6108200.0,62.0,13.0,1:23.607,185.324,Finished
ericsson,sauber,9,15,11,11,0,70,,,65.0,18.0,1:24.340,183.713,+1 Lap
button,mclaren,22,13,12,12,0,70,,,70.0,17.0,1:23.777,184.948,+1 Lap
alonso,mclaren,14,11,13,13,0,70,,,69.0,16.0,1:23.668,185.189,+1 Lap
jolyon_palmer,renault,30,21,14,14,0,70,,,64.0,20.0,1:24.574,183.205,+1 Lap
nasr,sauber,12,19,15,15,0,70,,,58.0,15.0,1:23.657,185.213,+1 Lap
sainz,toro_rosso,55,10,16,16,0,70,,,52.0,19.0,1:24.467,183.437,+1 Lap
kevin_magnussen,renault,20,14,17,17,0,70,,,53.0,7.0,1:23.146,186.351,+1 Lap
kvyat,toro_rosso,26,18,18,18,0,70,,,59.0,14.0,1:23.618,185.299,+1 Lap
gutierrez,haas,21,17,19,19,0,70,,,63.0,10.0,1:23.456,185.659,+1 Lap
grosjean,haas,8,22,20,20,0,70,,,53.0,8.0,1:23.278,186.056,+1 Lap
ocon,manor,31,20,21,21,0,69,,,43.0,21.0,1:24.964,182.364,+2 Laps
wehrlein,manor,94,16,22,R,0,0,,,,,,,Collision
hamilton,mercedes,44,1,1,1,25,71,3:01:01.335,10861335.0,44.0,3.0,1:25.639,181.137,Finished
rosberg,mercedes,6,2,2,2,18,71,+11.455,10872790.0,47.0,6.0,1:26.222,179.912,Finished
max_verstappen,red_bull,33,4,3,3,15,71,+21.481,10882816.0,67.0,1.0,1:25.305,181.846,Finished
perez,force_india,11,9,4,4,12,71,+25.346,10886681.0,41.0,11.0,1:27.093,178.113,Finished
vettel,ferrari,5,5,5,5,10,71,+26.334,10887669.0,70.0,5.0,1:26.195,179.968,Finished
sainz,toro_rosso,55,15,6,6,8,71,+29.160,10890495.0,38.0,13.0,1:27.153,177.990,Finished
hulkenberg,force_india,27,8,7,7,6,71,+29.827,10891162.0,69.0,8.0,1:26.728,178.862,Finished
ricciardo,red_bull,3,6,8,8,4,71,+30.486,10891821.0,42.0,2.0,1:25.532,181.363,Finished
nasr,sauber,12,21,9,9,2,71,+42.620,10903955.0,70.0,15.0,1:27.547,177.189,Finished
alonso,mclaren,14,10,10,10,1,71,+44.432,10905767.0,70.0,12.0,1:27.104,178.090,Finished
bottas,williams,77,11,11,11,0,71,+45.292,10906627.0,70.0,4.0,1:26.062,180.246,Finished
ocon,manor,31,22,12,12,0,71,+45.809,10907144.0,47.0,16.0,1:27.796,176.686,Finished
kvyat,toro_rosso,26,14,13,13,0,71,+51.192,10912527.0,42.0,14.0,1:27.476,177.333,Finished
kevin_magnussen,renault,20,18,14,14,0,71,+51.555,10912890.0,69.0,7.0,1:26.524,179.284,Finished
wehrlein,manor,94,19,15,15,0,71,+1:00.498,10921833.0,69.0,18.0,1:27.919,176.439,Finished
button,mclaren,22,17,16,16,0,71,+1:21.994,10943329.0,38.0,10.0,1:26.983,178.338,Finished
gutierrez,haas,21,12,17,R,0,60,,,43.0,17.0,1:27.805,176.668,Retired
massa,williams,19,13,18,R,0,46,,,39.0,9.0,1:26.767,178.782,Collision
jolyon_palmer,renault,30,16,19,R,0,20,,,11.0,21.0,1:34.334,164.441,Collision damage
raikkonen,ferrari,7,3,20,R,0,19,,,12.0,19.0,1:28.847,174.596,Collision
ericsson,sauber,9,20,21,R,0,11,,,11.0,20.0,1:31.265,169.970,Collision
grosjean,haas,8,7,22,W,0,0,,,,,,,Withdrew
hamilton,mercedes,44,1,1,1,25,55,1:38:04.013,5884013.0,37.0,5.0,1:45.137,190.174,Finished
rosberg,mercedes,6,2,2,2,18,55,+0.439,5884452.0,33.0,9.0,1:45.261,189.950,Finished
vettel,ferrari,5,5,3,3,15,55,+0.843,5884856.0,43.0,1.0,1:43.729,192.756,Finished
max_verstappen,red_bull,33,6,4,4,12,55,+1.685,5885698.0,36.0,7.0,1:45.187,190.084,Finished
ricciardo,red_bull,3,3,5,5,10,55,+5.315,5889328.0,29.0,3.0,1:44.889,190.624,Finished
raikkonen,ferrari,7,4,6,6,8,55,+18.816,5902829.0,35.0,6.0,1:45.163,190.127,Finished
hulkenberg,force_india,27,7,7,7,6,55,+50.114,5934127.0,31.0,13.0,1:45.949,188.717,Finished
perez,force_india,11,8,8,8,4,55,+58.776,5942789.0,30.0,8.0,1:45.249,189.972,Finished
massa,williams,19,10,9,9,2,55,+59.436,5943449.0,33.0,10.0,1:45.675,189.206,Finished
alonso,mclaren,14,9,10,10,1,55,+59.896,5943909.0,50.0,2.0,1:44.495,191.343,Finished
grosjean,haas,8,14,11,11,0,55,+1:16.777,5960790.0,45.0,4.0,1:44.970,190.477,Finished
gutierrez,haas,21,13,12,12,0,55,+1:35.113,5979126.0,45.0,12.0,1:45.928,188.754,Finished
ocon,manor,31,20,13,13,0,54,,,46.0,15.0,1:46.189,188.290,+1 Lap
wehrlein,manor,94,16,14,14,0,54,,,26.0,14.0,1:46.145,188.368,+1 Lap
ericsson,sauber,9,22,15,15,0,54,,,40.0,16.0,1:46.216,188.242,+1 Lap
nasr,sauber,12,19,16,16,0,54,,,44.0,17.0,1:46.287,188.117,+1 Lap
jolyon_palmer,renault,30,15,17,17,0,54,,,46.0,11.0,1:45.715,189.134,+1 Lap
sainz,toro_rosso,55,21,18,R,0,41,,,30.0,18.0,1:46.591,187.580,Collision damage
kvyat,toro_rosso,26,17,19,R,0,14,,,13.0,21.0,1:48.752,183.853,Gearbox
button,mclaren,22,12,20,R,0,12,,,4.0,22.0,1:48.753,183.851,Suspension
bottas,williams,77,11,21,R,0,6,,,4.0,19.0,1:47.837,185.413,Suspension
kevin_magnussen,renault,20,18,22,R,0,5,,,4.0,20.0,1:48.601,184.108,Suspension
vettel,ferrari,5,2,1,1,25,57,1:24:11.672,5051672.0,53.0,3.0,1:26.638,220.351,Finished
hamilton,mercedes,44,1,2,2,18,57,+9.975,5061647.0,44.0,6.0,1:27.033,219.351,Finished
bottas,mercedes,77,3,3,3,15,57,+11.250,5062922.0,56.0,2.0,1:26.593,220.465,Finished
raikkonen,ferrari,7,4,4,4,12,57,+22.393,5074065.0,56.0,1.0,1:26.538,220.605,Finished
max_verstappen,red_bull,33,5,5,5,10,57,+28.827,5080499.0,43.0,5.0,1:26.964,219.525,Finished
massa,williams,19,7,6,6,8,57,+1:23.386,5135058.0,49.0,9.0,1:28.045,216.830,Finished
perez,force_india,11,10,7,7,6,56,,,56.0,10.0,1:28.336,216.115,+1 Lap
sainz,toro_rosso,55,8,8,8,4,56,,,53.0,8.0,1:27.677,217.740,+1 Lap
kvyat,toro_rosso,26,9,9,9,2,56,,,51.0,4.0,1:26.711,220.165,+1 Lap
ocon,force_india,31,13,10,10,1,56,,,55.0,11.0,1:28.475,215.776,+1 Lap
hulkenberg,renault,27,11,11,11,0,56,,,55.0,12.0,1:28.486,215.749,+1 Lap
giovinazzi,sauber,36,16,12,12,0,55,,,51.0,13.0,1:29.052,214.378,+2 Laps
vandoorne,mclaren,2,18,13,13,0,55,,,53.0,15.0,1:29.440,213.448,+2 Laps
alonso,mclaren,14,12,14,R,0,50,,,48.0,17.0,1:30.077,211.938,Vibrations
kevin_magnussen,haas,20,17,15,R,0,46,,,46.0,7.0,1:27.568,218.011,Suspension
stroll,williams,18,20,16,R,0,40,,,38.0,14.0,1:29.389,213.569,Brakes
ricciardo,red_bull,3,0,17,R,0,25,,,21.0,16.0,1:29.447,213.431,Power Unit
ericsson,sauber,9,14,18,R,0,21,,,18.0,19.0,1:32.052,207.391,Hydraulics
jolyon_palmer,renault,30,19,19,R,0,15,,,6.0,20.0,1:32.195,207.069,Brakes
grosjean,haas,8,6,20,R,0,13,,,12.0,18.0,1:30.183,211.689,Water leak
hamilton,mercedes,44,1,1,1,25,56,1:37:36.158,5856158.0,44.0,1.0,1:35.378,205.745,Finished
vettel,ferrari,5,2,2,2,18,56,+6.250,5862408.0,40.0,2.0,1:35.423,205.648,Finished
max_verstappen,red_bull,33,16,3,3,15,56,+45.192,5901350.0,31.0,7.0,1:36.722,202.886,Finished
ricciardo,red_bull,3,5,4,4,12,56,+46.035,5902193.0,36.0,8.0,1:36.791,202.741,Finished
raikkonen,ferrari,7,4,5,5,10,56,+48.076,5904234.0,42.0,4.0,1:36.003,204.406,Finished
bottas,mercedes,77,3,6,6,8,56,+48.808,5904966.0,41.0,3.0,1:35.849,204.734,Finished
sainz,toro_rosso,55,11,7,7,6,56,+1:12.893,5929051.0,30.0,10.0,1:37.398,201.478,Finished
kevin_magnussen,haas,20,12,8,8,4,55,,,35.0,11.0,1:37.528,201.209,+1 Lap
perez,force_india,11,8,9,9,2,55,,,55.0,6.0,1:36.531,203.288,+1 Lap
ocon,force_india,31,17,10,10,1,55,,,55.0,9.0,1:37.036,202.230,+1 Lap
grosjean,haas,8,19,11,11,0,55,,,50.0,12.0,1:37.551,201.162,+1 Lap
hulkenberg,renault,27,7,12,12,0,55,,,36.0,13.0,1:38.015,200.210,+1 Lap
jolyon_palmer,renault,30,20,13,13,0,55,,,47.0,14.0,1:38.181,199.871,+1 Lap
massa,williams,19,6,14,14,0,55,,,50.0,5.0,1:36.511,203.330,+1 Lap
ericsson,sauber,9,14,15,15,0,55,,,50.0,16.0,1:39.732,196.763,+1 Lap
alonso,mclaren,14,13,16,R,0,33,,,31.0,15.0,1:39.496,197.230,Driveshaft
kvyat,toro_rosso,26,9,17,R,0,18,,,18.0,17.0,1:40.090,196.059,Hydraulics
vandoorne,mclaren,2,15,18,R,0,17,,,15.0,18.0,1:41.460,193.412,Fuel pressure
giovinazzi,sauber,36,18,19,R,0,3,,,,,,,Accident
stroll,williams,18,10,20,R,0,0,,,,,,,Collision
vettel,ferrari,5,3,1,1,25,57,1:33:53.374,5633374.0,36.0,4.0,1:33.826,207.652,Finished
hamilton,mercedes,44,2,2,2,18,57,+6.660,5640034.0,46.0,1.0,1:32.798,209.952,Finished
bottas,mercedes,77,1,3,3,15,57,+20.397,5653771.0,33.0,5.0,1:34.087,207.076,Finished
raikkonen,ferrari,7,5,4,4,12,57,+22.475,5655849.0,55.0,3.0,1:33.720,207.887,Finished
ricciardo,red_bull,3,4,5,5,10,57,+39.346,5672720.0,42.0,2.0,1:33.495,208.387,Finished
massa,williams,19,8,6,6,8,57,+54.326,5687700.0,39.0,6.0,1:34.256,206.705,Finished
perez,force_india,11,18,7,7,6,57,+1:02.606,5695980.0,39.0,7.0,1:34.609,205.933,Finished
grosjean,haas,8,9,8,8,4,57,+1:14.865,5708239.0,33.0,8.0,1:34.948,205.198,Finished
hulkenberg,renault,27,7,9,9,2,57,+1:20.188,5713562.0,40.0,12.0,1:35.372,204.286,Finished
ocon,force_india,31,14,10,10,1,57,+1:35.711,5729085.0,39.0,11.0,1:35.179,204.700,Finished
wehrlein,sauber,94,13,11,11,0,56,,,43.0,17.0,1:36.786,201.301,+1 Lap
kvyat,toro_rosso,26,11,12,12,0,56,,,45.0,9.0,1:34.985,205.118,+1 Lap
jolyon_palmer,renault,30,10,13,13,0,56,,,43.0,13.0,1:35.552,203.901,+1 Lap
alonso,mclaren,14,15,14,14,0,54,,,47.0,14.0,1:35.595,203.809,Power Unit
ericsson,sauber,9,19,15,R,0,50,,,35.0,10.0,1:35.086,204.900,Gearbox
sainz,toro_rosso,55,16,16,R,0,12,,,8.0,18.0,1:38.026,198.755,Collision
stroll,williams,18,12,17,R,0,12,,,10.0,15.0,1:36.303,202.311,Collision
max_verstappen,red_bull,33,6,18,R,0,11,,,4.0,16.0,1:36.681,201.520,Brakes
kevin_magnussen,haas,20,20,19,R,0,8,,,6.0,19.0,1:38.718,197.362,Electrical
vandoorne,mclaren,2,17,20,R,0,0,,,,,,,Power Unit
bottas,mercedes,77,3,1,1,25,52,1:28:08.743,5288743.0,49.0,3.0,1:37.367,216.221,Finished
vettel,ferrari,5,1,2,2,18,52,+0.617,5289360.0,49.0,2.0,1:37.312,216.343,Finished
raikkonen,ferrari,7,2,3,3,15,52,+11.000,5299743.0,49.0,1.0,1:36.844,217.388,Finished
hamilton,mercedes,44,4,4,4,12,52,+36.320,5325063.0,18.0,6.0,1:38.398,213.955,Finished
max_verstappen,red_bull,33,7,5,5,10,52,+1:00.416,5349159.0,47.0,8.0,1:38.429,213.888,Finished
perez,force_india,11,9,6,6,8,52,+1:26.788,5375531.0,51.0,9.0,1:38.661,213.385,Finished
ocon,force_india,31,10,7,7,6,52,+1:35.004,5383747.0,50.0,10.0,1:38.745,213.203,Finished
hulkenberg,renault,27,8,8,8,4,52,+1:36.188,5384931.0,52.0,7.0,1:38.418,213.912,Finished
massa,williams,19,6,9,9,2,51,,,45.0,4.0,1:38.232,214.317,+1 Lap
sainz,toro_rosso,55,14,10,10,1,51,,,51.0,11.0,1:38.858,212.960,+1 Lap
stroll,williams,18,11,11,11,0,51,,,50.0,12.0,1:38.870,212.934,+1 Lap
kvyat,toro_rosso,26,12,12,12,0,51,,,50.0,5.0,1:38.300,214.168,+1 Lap
kevin_magnussen,haas,20,13,13,13,0,51,,,40.0,13.0,1:39.566,211.445,+1 Lap
vandoorne,mclaren,2,20,14,14,0,51,,,47.0,14.0,1:39.790,210.971,+1 Lap
ericsson,sauber,9,18,15,15,0,51,,,48.0,15.0,1:39.835,210.875,+1 Lap
wehrlein,sauber,94,17,16,16,0,50,,,37.0,16.0,1:40.922,208.604,+2 Laps
ricciardo,red_bull,3,5,17,R,0,5,,,4.0,17.0,1:42.285,205.824,Brakes
jolyon_palmer,renault,30,16,18,R,0,0,,,,,,,Collision
grosjean,haas,8,19,19,R,0,0,,,,,,,Collision
alonso,mclaren,14,15,20,W,0,0,,,,,,,Power Unit
hamilton,mercedes,44,1,1,1,25,66,1:35:56.497,5756497.0,64.0,1.0,1:23.593,200.471,Finished
vettel,ferrari,5,2,2,2,18,66,+3.490,5759987.0,43.0,2.0,1:23.674,200.277,Finished
ricciardo,red_bull,3,6,3,3,15,66,+1:15.820,5832317.0,40.0,3.0,1:23.686,200.248,Finished
perez,force_india,11,8,4,4,12,65,,,51.0,7.0,1:25.755,195.417,+1 Lap
ocon,force_india,31,10,5,5,10,65,,,40.0,11.0,1:26.276,194.237,+1 Lap
hulkenberg,renault,27,13,6,6,8,65,,,56.0,15.0,1:26.703,193.280,+1 Lap
sainz,toro_rosso,55,12,7,7,6,65,,,61.0,9.0,1:26.186,194.439,+1 Lap
wehrlein,sauber,94,15,8,8,4,65,,,58.0,14.0,1:26.476,193.787,+1 Lap
kvyat,toro_rosso,26,19,9,9,2,65,,,37.0,8.0,1:25.976,194.914,+1 Lap
grosjean,haas,8,14,10,10,1,65,,,50.0,17.0,1:26.871,192.906,+1 Lap
ericsson,sauber,9,16,11,11,0,64,,,60.0,10.0,1:26.213,194.379,+2 Laps
alonso,mclaren,14,7,12,12,0,64,,,64.0,4.0,1:23.894,199.752,+2 Laps
massa,williams,19,9,13,13,0,64,,,64.0,13.0,1:26.472,193.796,+2 Laps
kevin_magnussen,haas,20,11,14,14,0,64,,,15.0,12.0,1:26.371,194.023,+2 Laps
jolyon_palmer,renault,30,17,15,15,0,64,,,44.0,6.0,1:24.843,197.517,+2 Laps
stroll,williams,18,18,16,16,0,64,,,50.0,16.0,1:26.838,192.980,+2 Laps
bottas,mercedes,77,3,17,R,0,38,,,28.0,5.0,1:24.696,197.860,Power Unit
vandoorne,mclaren,2,20,18,R,0,32,,,14.0,18.0,1:27.554,191.401,Collision
max_verstappen,red_bull,33,5,19,R,0,1,,,,,,,Collision damage
raikkonen,ferrari,7,4,20,R,0,0,,,,,,,Collision damage
vettel,ferrari,5,2,1,1,25,78,1:44:44.340,6284340.0,38.0,2.0,1:15.238,159.669,Finished
raikkonen,ferrari,7,1,2,2,18,78,+3.145,6287485.0,39.0,3.0,1:15.527,159.058,Finished
ricciardo,red_bull,3,5,3,3,15,78,+3.745,6288085.0,51.0,4.0,1:15.756,158.577,Finished
bottas,mercedes,77,3,4,4,12,78,+5.517,6289857.0,22.0,9.0,1:16.439,157.160,Finished
max_verstappen,red_bull,33,4,5,5,10,78,+6.199,6290539.0,56.0,8.0,1:16.329,157.387,Finished
sainz,toro_rosso,55,6,6,6,8,78,+12.038,6296378.0,39.0,14.0,1:16.649,156.730,Finished
hamilton,mercedes,44,13,7,7,6,78,+15.801,6300141.0,54.0,5.0,1:15.825,158.433,Finished
grosjean,haas,8,8,8,8,4,78,+18.150,6302490.0,45.0,18.0,1:17.095,155.823,Finished
massa,williams,19,14,9,9,2,78,+19.445,6303785.0,50.0,12.0,1:16.543,156.947,Finished
kevin_magnussen,haas,20,11,10,10,1,78,+21.443,6305783.0,44.0,7.0,1:16.313,157.420,Finished
jolyon_palmer,renault,30,16,11,11,0,78,+22.737,6307077.0,55.0,13.0,1:16.614,156.801,Finished
ocon,force_india,31,15,12,12,0,78,+23.725,6308065.0,52.0,10.0,1:16.482,157.072,Finished
perez,force_india,11,7,13,13,0,78,+39.089,6323429.0,76.0,1.0,1:14.820,160.561,Finished
kvyat,toro_rosso,26,9,14,14,0,71,,,43.0,11.0,1:16.539,156.955,Collision damage
stroll,williams,18,17,15,15,0,71,,,71.0,6.0,1:16.075,157.912,Brakes
vandoorne,mclaren,2,12,16,R,0,66,,,45.0,15.0,1:16.665,156.697,Accident
ericsson,sauber,9,19,17,R,0,63,,,39.0,16.0,1:16.829,156.362,Accident
button,mclaren,22,20,18,R,0,57,,,47.0,17.0,1:16.912,156.194,Collision damage
wehrlein,sauber,94,18,19,R,0,57,,,25.0,20.0,1:18.034,153.948,Collision
hulkenberg,renault,27,10,20,R,0,15,,,13.0,19.0,1:17.885,154.242,Gearbox
hamilton,mercedes,44,1,1,1,25,70,1:33:05.154,5585154.0,64.0,1.0,1:14.551,210.588,Finished
bottas,mercedes,77,3,2,2,18,70,+19.783,5604937.0,65.0,5.0,1:15.894,206.862,Finished
ricciardo,red_bull,3,6,3,3,15,70,+35.297,5620451.0,67.0,8.0,1:16.165,206.126,Finished
vettel,ferrari,5,2,4,4,12,70,+35.907,5621061.0,70.0,2.0,1:14.719,210.115,Finished
perez,force_india,11,8,5,5,10,70,+40.476,5625630.0,62.0,11.0,1:16.367,205.580,Finished
ocon,force_india,31,9,6,6,8,70,+40.716,5625870.0,68.0,9.0,1:16.247,205.904,Finished
raikkonen,ferrari,7,4,7,7,6,70,+58.632,5643786.0,59.0,3.0,1:15.388,208.250,Finished
hulkenberg,renault,27,10,8,8,4,70,+1:00.374,5645528.0,64.0,7.0,1:16.136,206.204,Finished
stroll,williams,18,17,9,9,2,69,,,64.0,6.0,1:15.979,206.630,+1 Lap
grosjean,haas,8,14,10,10,1,69,,,58.0,15.0,1:16.949,204.026,+1 Lap
jolyon_palmer,renault,30,15,11,11,0,69,,,64.0,12.0,1:16.704,204.677,+1 Lap
kevin_magnussen,haas,20,18,12,12,0,69,,,65.0,10.0,1:16.341,205.650,+1 Lap
ericsson,sauber,9,19,13,13,0,69,,,50.0,16.0,1:16.995,203.904,+1 Lap
vandoorne,mclaren,2,16,14,14,0,69,,,69.0,14.0,1:16.774,204.491,+1 Lap
wehrlein,sauber,94,20,15,15,0,68,,,66.0,17.0,1:17.091,203.650,+2 Laps
alonso,mclaren,14,12,16,16,0,66,,,63.0,4.0,1:15.853,206.974,Power Unit
kvyat,toro_rosso,26,11,17,R,0,54,,,33.0,13.0,1:16.713,204.653,Power Unit
max_verstappen,red_bull,33,5,18,R,0,10,,,9.0,18.0,1:17.187,203.396,Electrical
massa,williams,19,7,19,R,0,0,,,,,,,Collision
sainz,toro_rosso,55,13,20,R,0,0,,,,,,,Collision
ricciardo,red_bull,3,10,1,1,25,51,2:03:55.573,7435573.0,46.0,4.0,1:44.882,206.048,Finished
bottas,mercedes,77,2,2,2,18,51,+3.904,7439477.0,51.0,3.0,1:43.925,207.946,Finished
stroll,williams,18,8,3,3,15,51,+4.009,7439582.0,44.0,5.0,1:45.108,205.605,Finished
vettel,ferrari,5,4,4,4,12,51,+5.976,7441549.0,47.0,1.0,1:43.441,208.919,Finished
hamilton,mercedes,44,1,5,5,10,51,+6.188,7441761.0,46.0,2.0,1:43.469,208.862,Finished
ocon,force_india,31,7,6,6,8,51,+30.298,7465871.0,39.0,9.0,1:45.634,204.581,Finished
kevin_magnussen,haas,20,12,7,7,6,51,+41.753,7477326.0,45.0,11.0,1:46.312,203.277,Finished
sainz,toro_rosso,55,15,8,8,4,51,+49.400,7484973.0,46.0,10.0,1:45.866,204.133,Finished
alonso,mclaren,14,19,9,9,2,51,+59.551,7495124.0,49.0,6.0,1:45.168,205.488,Finished
wehrlein,sauber,94,14,10,10,1,51,+1:29.093,7524666.0,46.0,15.0,1:47.120,201.743,Finished
ericsson,sauber,9,17,11,11,0,51,+1:31.794,7527367.0,45.0,16.0,1:47.186,201.619,Finished
vandoorne,mclaren,2,18,12,12,0,51,+1:32.160,7527733.0,45.0,13.0,1:46.648,202.636,Finished
grosjean,haas,8,16,13,13,0,50,,,45.0,14.0,1:46.831,202.289,+1 Lap
raikkonen,ferrari,7,3,14,14,0,46,,,44.0,7.0,1:45.542,204.760,Water pressure
perez,force_india,11,6,15,R,0,39,,,37.0,8.0,1:45.588,204.670,Seat
massa,williams,19,9,16,R,0,25,,,10.0,17.0,1:47.340,201.330,Suspension
hulkenberg,renault,27,13,17,R,0,24,,,9.0,19.0,1:48.536,199.111,Accident
max_verstappen,red_bull,33,5,18,R,0,12,,,10.0,12.0,1:46.398,203.112,Oil pressure
kvyat,toro_rosso,26,11,19,R,0,9,,,9.0,18.0,1:48.394,199.372,Battery
jolyon_palmer,renault,30,20,20,R,0,7,,,5.0,20.0,1:51.673,193.518,Power Unit
bottas,mercedes,77,1,1,1,25,71,1:21:48.523,4908523.0,51.0,5.0,1:07.847,229.115,Finished
vettel,ferrari,5,2,2,2,18,71,+0.658,4909181.0,69.0,4.0,1:07.496,230.306,Finished
ricciardo,red_bull,3,4,3,3,15,71,+6.012,4914535.0,69.0,2.0,1:07.442,230.491,Finished
hamilton,mercedes,44,8,4,4,12,71,+7.430,4915953.0,69.0,1.0,1:07.411,230.597,Finished
raikkonen,ferrari,7,3,5,5,10,71,+20.370,4928893.0,68.0,3.0,1:07.486,230.341,Finished
grosjean,haas,8,6,6,6,8,71,+1:13.160,4981683.0,65.0,10.0,1:08.590,226.633,Finished
perez,force_india,11,7,7,7,6,70,,,58.0,9.0,1:08.470,227.030,+1 Lap
ocon,force_india,31,9,8,8,4,70,,,68.0,12.0,1:08.659,226.405,+1 Lap
massa,williams,19,17,9,9,2,70,,,49.0,7.0,1:08.419,227.200,+1 Lap
stroll,williams,18,18,10,10,1,70,,,67.0,13.0,1:08.777,226.017,+1 Lap
jolyon_palmer,renault,30,16,11,11,0,70,,,64.0,11.0,1:08.652,226.428,+1 Lap
vandoorne,mclaren,2,13,12,12,0,70,,,67.0,8.0,1:08.422,227.190,+1 Lap
hulkenberg,renault,27,11,13,13,0,70,,,64.0,14.0,1:09.043,225.146,+1 Lap
wehrlein,sauber,94,20,14,14,0,70,,,60.0,16.0,1:09.241,224.502,+1 Lap
ericsson,sauber,9,19,15,15,0,69,,,56.0,17.0,1:09.284,224.363,+2 Laps
kvyat,toro_rosso,26,14,16,16,0,68,,,57.0,6.0,1:08.061,228.395,+3 Laps
sainz,toro_rosso,55,10,17,R,0,44,,,42.0,15.0,1:09.150,224.798,Engine
kevin_magnussen,haas,20,15,18,R,0,29,,,23.0,18.0,1:10.402,220.800,Hydraulics
alonso,mclaren,14,12,19,R,0,1,,,,,,,Collision damage
max_verstappen,red_bull,33,5,20,R,0,0,,,,,,,Collision damage
hamilton,mercedes,44,1,1,1,25,51,1:21:27.430,4887430.0,48.0,1.0,1:30.621,234.025,Finished
bottas,mercedes,77,9,2,2,18,51,+14.063,4901493.0,46.0,3.0,1:30.905,233.294,Finished
raikkonen,ferrari,7,2,3,3,15,51,+36.570,4924000.0,44.0,4.0,1:31.517,231.733,Finished
max_verstappen,red_bull,33,4,4,4,12,51,+52.125,4939555.0,51.0,2.0,1:30.678,233.878,Finished
ricciardo,red_bull,3,19,5,5,10,51,+1:05.955,4953385.0,47.0,6.0,1:31.874,230.833,Finished
hulkenberg,renault,27,5,6,6,8,51,+1:08.109,4955539.0,43.0,8.0,1:32.577,229.080,Finished
vettel,ferrari,5,3,7,7,6,51,+1:33.989,4981419.0,38.0,5.0,1:31.872,230.838,Finished
ocon,force_india,31,7,8,8,4,50,,,39.0,15.0,1:33.521,226.768,+1 Lap
perez,force_india,11,6,9,9,2,50,,,42.0,14.0,1:33.504,226.809,+1 Lap
massa,williams,19,14,10,10,1,50,,,39.0,16.0,1:33.562,226.668,+1 Lap
vandoorne,mclaren,2,8,11,11,0,50,,,43.0,13.0,1:33.464,226.906,+1 Lap
kevin_magnussen,haas,20,16,12,12,0,50,,,41.0,9.0,1:32.683,228.818,+1 Lap
grosjean,haas,8,10,13,13,0,50,,,45.0,7.0,1:32.290,229.793,+1 Lap
ericsson,sauber,9,18,14,14,0,50,,,30.0,10.0,1:33.119,227.747,+1 Lap
kvyat,toro_rosso,26,12,15,15,0,50,,,29.0,17.0,1:33.594,226.591,+1 Lap
stroll,williams,18,15,16,16,0,50,,,44.0,12.0,1:33.400,227.062,+1 Lap
wehrlein,sauber,94,17,17,17,0,50,,,34.0,11.0,1:33.342,227.203,+1 Lap
alonso,mclaren,14,20,18,R,0,32,,,22.0,18.0,1:34.263,224.983,Power Unit
sainz,toro_rosso,55,13,19,R,0,0,,,,,,,Collision damage
jolyon_palmer,renault,30,11,20,R,0,0,,,,,,,Hydraulics
vettel,ferrari,5,1,1,1,25,70,1:39:46.713,5986713.0,69.0,4.0,1:20.807,195.176,Finished
raikkonen,ferrari,7,2,2,2,18,70,+0.908,5987621.0,70.0,2.0,1:20.461,196.015,Finished
bottas,mercedes,77,3,3,3,15,70,+12.462,5999175.0,68.0,6.0,1:21.214,194.198,Finished
hamilton,mercedes,44,4,4,4,12,70,+12.885,5999598.0,66.0,5.0,1:20.818,195.149,Finished
max_verstappen,red_bull,33,5,5,5,10,70,+13.276,5999989.0,44.0,3.0,1:20.490,195.944,Finished
alonso,mclaren,14,7,6,6,8,70,+1:11.223,6057936.0,69.0,1.0,1:20.182,196.697,Finished
sainz,toro_rosso,55,9,7,7,6,69,,,67.0,11.0,1:21.871,192.639,+1 Lap
perez,force_india,11,13,8,8,4,69,,,68.0,14.0,1:22.105,192.090,+1 Lap
ocon,force_india,31,11,9,9,2,69,,,60.0,15.0,1:22.431,191.330,+1 Lap
vandoorne,mclaren,2,8,10,10,1,69,,,44.0,12.0,1:21.960,192.430,+1 Lap
kvyat,toro_rosso,26,16,11,11,0,69,,,42.0,9.0,1:21.631,193.206,+1 Lap
jolyon_palmer,renault,30,10,12,12,0,69,,,68.0,7.0,1:21.589,193.305,+1 Lap
kevin_magnussen,haas,20,15,13,13,0,69,,,67.0,13.0,1:22.100,192.102,+1 Lap
stroll,williams,18,17,14,14,0,69,,,53.0,16.0,1:22.830,190.409,+1 Lap
wehrlein,sauber,94,18,15,15,0,68,,,50.0,18.0,1:23.573,188.716,+2 Laps
ericsson,sauber,9,20,16,16,0,68,,,66.0,10.0,1:21.752,192.920,+2 Laps
hulkenberg,renault,27,12,17,17,0,67,,,61.0,8.0,1:21.611,193.253,Brakes
resta,williams,40,19,18,R,0,60,,,49.0,17.0,1:23.242,189.466,Oil leak
grosjean,haas,8,14,19,R,0,20,,,19.0,19.0,1:24.702,186.201,Wheel nut
